Event	ID	Name			Wwise Object Path	Notes
	441279424	YHPhase2__Part3__FireBullets____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\YHPhase2__Part3__FireBullets____PLAY	
	449802166	YHPhase1__Part3_1____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\YHPhase1__Part3_1____PLAY	
	704014469	YHPhase1__Part3_2____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\YHPhase1__Part3_2____PLAY	
	862617690	Play_Boss_1___Phase_2_5___Part_1___Lightning_Fire			\Default Work Unit\Play_Boss_1___Phase_2_5___Part_1___Lightning_Fire	
	1029682880	YHPhase2_5__Part_3__WindLightning____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\YHPhase2_5__Part_3__WindLightning____PLAY	
	1368276496	YHPhase1__Part5____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\YHPhase1__Part5____PLAY	
	1617758944	YHPhase2__Part5__WindBullets____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\YHPhase2__Part5__WindBullets____PLAY	
	1835325240	Play_Boss_1___Phase_2___Part_4___Lightning_Bullets			\Default Work Unit\Play_Boss_1___Phase_2___Part_4___Lightning_Bullets	
	1883187924	YHPhase1__Part1____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\YHPhase1__Part1____PLAY	
	1887227949	YHPhase1__Part4____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\YHPhase1__Part4____PLAY	
	1890959757	YHPhase2__Intro_TransitionToPhase2____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\YHPhase2__Intro_TransitionToPhase2____PLAY	
	1954515773	YHPhase2__Part1__RegularBullets1____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\YHPhase2__Part1__RegularBullets1____PLAY	
	2101024655	YHPhase1__Part2____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\YHPhase1__Part2____PLAY	
	2390810227	Play_Boss_1___Phase_2_5___Part_2___Wind_Fire			\Default Work Unit\Play_Boss_1___Phase_2_5___Part_2___Wind_Fire	
	2784513199	Encounter__YokaiHunter____PLAY			\Default Work Unit\2   M U S I C                          --------------------------------------------------------------------------------------------------------------------------------------\2 Boss Battle\Level 1 - Yokai Hunter\Encounter__YokaiHunter____PLAY	
	4069167034	Play_Boss_1___Phase_2___Part_2___Regular_Bullets2			\Default Work Unit\Play_Boss_1___Phase_2___Part_2___Regular_Bullets2	

Game Parameter	ID	Name			Wwise Object Path	Notes
	1103547191	PLAYBACK_SPEED____CutsceneMusic			\Default Work Unit\PLAYBACK SPEED\PLAYBACK_SPEED____CutsceneMusic	
	2338745114	PLAYBACK_SPEED____MusicBossBattle			\Default Work Unit\PLAYBACK SPEED\PLAYBACK_SPEED____MusicBossBattle	
	3366454963	hitSloMo_only_here_for_reference_of_max_combo_stuff			\Default Work Unit\0ld Boys\hitSloMo_only_here_for_reference_of_max_combo_stuff	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	10396706	Boss 1 - Phase 2 - Part 4 - Lightning Bullets	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Boss 1 - Phase 2 - Part 4 - Lightning Bullets_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\Boss 1 - Phase 2 - Part 4 - Lightning Bullets\Boss 1 - Phase 2 - Part 4 - Lightning Bullets		2723780
	34421095	Boss 1 - Phase 2_5 - Part 1 - Lightning+Fire	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Boss 1 - Phase 2.5 - Part 1 - Lightning+Fire_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\Boss 1 - Phase 2_5 - Part 1 - Lightning+Fire\Boss 1 - Phase 2_5 - Part 1 - Lightning+Fire		2514324
	123394616	Yokai Hunter Shows Himself V6_2	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Yokai Hunter Shows Himself V8_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Encounter - Yokai Hunter\Yokai Hunter Shows Himself V6_2		10164144
	155454916	Phase 1, part 2 (lead)	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Phase 1, part 2 (lead)_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 1\Phase 1, part 2 (lead)		628144
	208318487	Phase 1 Part 4 lead	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Phase 1 Part 4 lead_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 5\Phase 1 Part 4 lead		3774544
	247896564	phase 1 - Part 5 (1) base	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\phase 1 - Part 5 (1) base_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 3 (1)\phase 1 - Part 5 (1) base		1915344
	254475233	Boss 1 - Phase 2 - Part 5 - Wind Bullets	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Boss 1 - Phase 2 - Part 5 - Wind Bullets_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\Phase 2 - Part 5 (wind bullets)\Boss 1 - Phase 2 - Part 5 - Wind Bullets		1545600
	297123699	Phase 1, part 2 (base)	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Phase 1, part 2 (base)_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 1\Phase 1, part 2 (base)		654544
	304348317	Boss 1 - Phase 2 - Part 2 - Regular Bullets2	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Boss 1 - Phase 2 - Part 2 - Regular Bullets2_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 2\Boss 1 - Phase 2 - Part 2 - Regular Bullets2\Boss 1 - Phase 2 - Part 2 - Regular Bullets2		3558688
	390200683	phase 1 - Part 5 (1) lead	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\phase 1 - Part 5 (1) lead_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 3 (1)\phase 1 - Part 5 (1) lead		1288144
	418312006	Phase 1 part 3 base	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Phase 1 part 3 base_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 4\Phase 1 part 3 base		1268944
	456370759	Phase 1 Part 4	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Phase 1 Part 4_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 5\Phase 1 Part 4		2531344
	478468214	Phase 1 - part 1 (base)	E:\Repositories\Bullet Dance\BD_Prototype2\BDWwise\.cache\Windows\SFX\Phase 1 - part 1 (base)_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\2 Boss Battle\Level 1 - Yokai Hunter\Phase 1\Phase 1 - Part 2\Phase 1 - part 1 (base)		653744
